employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-83657703,Kiara,Divan,Male,West Bengal,Kolkata,2019-08-22,Customer Service,Help Desk Technician,Bachelor,91237,Good,No,1994-08-16,
00-64410410,Zain,Kulkarni,Female,West Bengal,Durgapur,2021-09-06,Marketing,SEO Specialist,High School,55097,Good,No,2004-01-18,
00-50425346,Reyansh,Chopra,Male,West Bengal,Kolkata,2016-06-14,Sales,Sales Consultant,PhD,87395,Satisfactory,Yes,1962-11-22,
00-17097304,Ojas,Tella,Male,West Bengal,Durgapur,2019-05-14,Customer Service,Support Specialist,Bachelor,64579,Good,Yes,1980-12-11,
00-10308646,Sara,Dara,Female,West Bengal,Durgapur,2017-07-26,IT,IT Support Specialist,Bachelor,59436,Excellent,No,1995-03-16,
00-87602817,Aarush,Sagar,Female,West Bengal,Durgapur,2022-12-12,Sales,Sales Specialist,PhD,95604,Good,No,1985-02-28,
00-19677366,Pihu,Dass,Female,West Bengal,Durgapur,2018-04-20,Marketing,Content Creator,High School,62326,Satisfactory,No,1983-08-24,
00-36330288,Tanya,Buch,Female,Tamil Nadu,Tiruchirappalli,2015-01-26,Customer Service,Customer Service Representative,High School,57662,Good,No,1963-07-11,
00-34788160,Biju,Balay,Male,West Bengal,Durgapur,2017-07-11,Customer Service,Customer Service Representative,High School,59007,Excellent,No,2001-06-17,
00-67946787,Shray,Zacharia,Female,West Bengal,Durgapur,2023-10-12,Operations,Logistics Coordinator,Bachelor,56905,Satisfactory,No,1991-06-16,
00-54981354,Biju,Rao,Female,West Bengal,Kolkata,2023-10-21,Operations,Inventory Specialist,High School,61436,Satisfactory,No,1991-08-17,
00-53814159,Adah,Baral,Male,West Bengal,Durgapur,2024-09-18,Sales,Sales Specialist,Master,55556,Satisfactory,No,1975-04-18,
00-48695860,Tarini,Yogi,Female,Madhya Pradesh,Indore,2022-10-06,IT,IT Support Specialist,High School,59231,Good,Yes,1978-07-03,
00-30589340,Alia,Ahuja,Female,West Bengal,Howrah,2015-10-17,Customer Service,Customer Service Representative,Bachelor,56546,Good,Yes,1988-07-02,
00-14921520,Pari,Basu,Female,Karnataka,Bengaluru,2016-05-03,Customer Service,Customer Service Representative,Bachelor,55642,Excellent,Yes,1984-02-05,
00-52917259,Khushi,Solanki,Male,West Bengal,Durgapur,2022-12-22,Finance,Financial Analyst,PhD,94888,Good,No,1979-10-28,
00-12562661,Taran,Sarkar,Female,Madhya Pradesh,Bhopal,2016-09-21,Operations,Operations Analyst,Bachelor,71020,Good,No,2000-04-17,
00-43534134,Mahika,Sane,Female,West Bengal,Howrah,2017-01-26,Customer Service,Help Desk Technician,Bachelor,57868,Good,No,1994-04-23,
00-28877659,Jiya,Deep,Female,Rajasthan,Jodhpur,2016-10-09,IT,System Administrator,Master,90676,Satisfactory,No,1971-09-19,
00-15014140,Samar,Kar,Female,West Bengal,Durgapur,2015-05-20,Customer Service,Support Specialist,Bachelor,65864,Good,No,1980-11-18,
00-88800061,Shanaya,Tak,Female,Karnataka,Mysore,2017-07-06,Operations,Logistics Coordinator,Bachelor,58341,Good,Yes,2003-06-01,
00-16333941,Tushar,Krish,Male,West Bengal,Kolkata,2018-04-27,Finance,Accountant,Bachelor,64801,Good,Yes,1970-04-27,
00-13695188,Tarini,Konda,Male,Tamil Nadu,Vellore,2016-05-01,IT,IT Support Specialist,Bachelor,63862,Needs Improvement,No,1992-11-27,
00-92402869,Inaaya ,Sharma,Male,West Bengal,Durgapur,2022-03-15,Sales,Sales Specialist,Master,58939,Good,No,1975-03-27,
00-37881659,Manikya,Raj,Male,West Bengal,Kolkata,2017-03-08,Operations,Logistics Coordinator,Bachelor,63996,Satisfactory,Yes,1985-08-11,
00-40014729,Arnav,Sant,Male,Madhya Pradesh,Bhopal,2020-05-17,IT,Software Developer,Bachelor,83380,Satisfactory,Yes,2003-07-17,
00-96133200,Yuvraj ,Kaul,Male,West Bengal,Kolkata,2017-12-08,Operations,Inventory Specialist,Bachelor,74840,Good,Yes,1960-01-27,
00-60846028,Anahi,Gaba,Male,West Bengal,Durgapur,2024-12-24,Operations,Logistics Coordinator,Bachelor,62002,Satisfactory,No,1975-11-06,
00-38813492,Yashvi,Vaidya,Female,Madhya Pradesh,Indore,2017-06-06,IT,Software Developer,Bachelor,87233,Good,Yes,2000-09-04,
00-44113177,Anahi,Vig,Female,West Bengal,Howrah,2018-12-16,Sales,Sales Representative,Bachelor,56836,Excellent,Yes,1995-11-25,
00-48024987,Anahi,Kara,Female,West Bengal,Howrah,2018-03-01,Sales,Sales Representative,Bachelor,59212,Good,No,1981-01-17,
00-34920268,Hridaan,Shan,Female,Madhya Pradesh,Gwalior,2020-10-18,IT,System Administrator,Bachelor,91538,Satisfactory,No,1977-02-01,
00-49990044,Veer,Kadakia,Female,Karnataka,Mangalore,2021-01-10,Marketing,Marketing Manager,Master,85641,Needs Improvement,No,1992-07-02,
00-10667938,Hiran,Subramaniam,Female,West Bengal,Kolkata,2017-05-04,Operations,Logistics Coordinator,Bachelor,56644,Satisfactory,No,1976-06-23,
00-67720123,Vaibhav,Virk,Female,Rajasthan,Jodhpur,2019-09-03,Customer Service,Customer Service Representative,Bachelor,65209,Good,Yes,1983-10-29,
00-17316042,Indrajit,Iyengar,Male,Madhya Pradesh,Gwalior,2022-05-23,Operations,Operations Analyst,Bachelor,85612,Good,No,1979-12-17,
00-43221198,Abram,Kalla,Female,West Bengal,Howrah,2019-11-04,Customer Service,Support Specialist,Bachelor,53912,Excellent,No,2000-12-21,
00-99928690,Nitara,Zachariah,Male,West Bengal,Howrah,2019-03-09,Sales,Sales Consultant,Master,71872,Good,Yes,1996-02-09,
00-98834823,Indrajit,Rajagopalan,Female,West Bengal,Durgapur,2020-03-12,IT,IT Support Specialist,High School,56558,Excellent,Yes,2002-10-19,
00-58388604,Madhav,Batta,Male,West Bengal,Howrah,2017-01-07,Operations,Operations Analyst,Bachelor,99635,Good,Yes,1965-07-01,
00-41145672,Vihaan,Keer,Female,Tamil Nadu,Chennai,2018-02-28,Sales,Sales Specialist,PhD,80359,Excellent,Yes,1970-07-13,
00-33832188,Purab,Ganguly,Male,West Bengal,Kolkata,2024-03-17,Marketing,Content Creator,Bachelor,65730,Satisfactory,No,1998-07-27,
00-54629491,Akarsh,Kothari,Female,West Bengal,Howrah,2020-06-01,HR,Recruiter,High School,67260,Good,Yes,2000-12-29,
00-75488223,Indranil,Doshi,Female,West Bengal,Howrah,2022-11-19,Customer Service,Customer Service Representative,Bachelor,66566,Good,No,1981-09-22,
00-59624581,Ira,Dewan,Male,West Bengal,Kolkata,2023-03-30,Sales,Sales Consultant,PhD,86169,Good,No,1971-08-12,
00-18130731,Kanav,Kohli,Male,Madhya Pradesh,Indore,2021-08-24,IT,Software Developer,Bachelor,90678,Good,No,1972-10-27,
00-50284955,Samaira,Krish,Female,West Bengal,Durgapur,2016-06-17,Customer Service,Support Specialist,High School,61079,Good,No,1998-04-25,
00-59589949,Adira,Varkey,Female,Madhya Pradesh,Indore,2017-03-04,Operations,Operations Analyst,Master,61728,Good,No,2002-01-24,
00-88061689,Aradhya,Salvi,Male,West Bengal,Howrah,2022-01-24,Operations,Logistics Coordinator,Bachelor,70207,Good,No,1994-06-24,
00-69261347,Sumer,Bera,Male,West Bengal,Howrah,2023-01-26,Operations,Inventory Specialist,High School,63551,Good,Yes,1998-06-30,
00-62855838,Samarth,Sastry,Male,West Bengal,Kolkata,2019-07-05,Sales,Sales Specialist,Bachelor,87530,Satisfactory,Yes,1962-04-26,
00-41316383,Mahika,Dhillon,Female,West Bengal,Durgapur,2018-02-24,IT,Software Developer,Master,84402,Satisfactory,Yes,1979-12-16,
00-64723538,Miraan,Lad,Male,Madhya Pradesh,Indore,2016-07-10,Sales,Sales Representative,Bachelor,68457,Good,No,1990-09-11,
00-87388161,Zaina,Chokshi,Male,West Bengal,Kolkata,2020-06-10,Operations,Logistics Coordinator,Bachelor,65621,Needs Improvement,No,1996-02-13,
00-43533178,Ayesha,Ahuja,Female,Rajasthan,Udaipur,2017-04-30,Operations,Inventory Specialist,Bachelor,52205,Good,Yes,2001-12-16,
00-62111008,Mohanlal,Buch,Female,West Bengal,Kolkata,2020-05-11,Operations,Inventory Specialist,High School,65718,Needs Improvement,No,1978-07-24,
00-49971412,Mohanlal,Dugal,Male,West Bengal,Durgapur,2016-09-22,IT,IT Support Specialist,High School,68619,Good,No,1962-09-01,
00-31025774,Miraya,Kala,Female,West Bengal,Kolkata,2021-08-26,Operations,Inventory Specialist,Bachelor,65102,Satisfactory,Yes,1983-04-08,
00-66149681,Gatik,Ram,Female,West Bengal,Durgapur,2024-02-20,Customer Service,Customer Service Manager,PhD,94279,Good,No,1996-04-17,
00-83424114,Eva,Dhaliwal,Female,Madhya Pradesh,Indore,2024-05-12,Finance,Financial Analyst,Master,81577,Good,No,1998-07-03,
00-38521600,Samaira,Grover,Female,West Bengal,Durgapur,2024-11-09,Operations,Logistics Coordinator,Bachelor,57250,Excellent,No,1992-02-29,
00-83622284,Prisha,Venkatesh,Male,West Bengal,Durgapur,2018-02-19,Sales,Sales Consultant,Master,63103,Good,No,1997-12-12,
00-43064672,Tushar,Mandal,Male,West Bengal,Howrah,2022-07-03,IT,Software Developer,Master,94687,Excellent,No,1971-08-25,
00-23591973,Chirag,Andra,Male,Madhya Pradesh,Bhopal,2019-06-23,IT,System Administrator,Master,74996,Good,No,1992-08-21,
00-49733158,Tushar,Joshi,Male,West Bengal,Durgapur,2020-04-05,Customer Service,Help Desk Technician,Bachelor,76477,Satisfactory,No,1973-07-26,
00-41724268,Lakshay,Gade,Male,Madhya Pradesh,Bhopal,2021-09-25,IT,System Administrator,Master,72494,Good,Yes,1970-08-01,
00-98217691,Mehul,Viswanathan,Male,Madhya Pradesh,Indore,2016-12-16,Sales,Sales Representative,Bachelor,74235,Good,Yes,1977-09-07,
00-40145757,Saksham,Ravel,Male,West Bengal,Durgapur,2022-12-22,Operations,Logistics Coordinator,Bachelor,61222,Satisfactory,Yes,1994-01-15,
00-23623919,Anika,Srivastava,Male,West Bengal,Howrah,2019-04-19,Sales,Sales Specialist,Master,54487,Excellent,No,1986-05-01,
00-36405217,Ivana,Garde,Male,West Bengal,Howrah,2022-08-13,Operations,Logistics Coordinator,Bachelor,64328,Good,No,1996-11-14,
00-42862288,Yashvi,Gandhi,Female,West Bengal,Durgapur,2015-09-29,Operations,Operations Analyst,Bachelor,83090,Good,No,1981-01-25,
00-27555507,Kartik,Yohannan,Female,West Bengal,Durgapur,2018-02-19,Customer Service,Support Specialist,Bachelor,60875,Excellent,No,1990-07-06,
00-32286339,Samarth,Srinivas,Male,West Bengal,Durgapur,2023-09-03,Customer Service,Customer Service Representative,High School,58374,Satisfactory,No,1970-04-04,
00-46758166,Kaira,Contractor,Male,West Bengal,Howrah,2020-10-02,Operations,Inventory Specialist,High School,57102,Satisfactory,No,1985-01-03,
00-74689395,Kiara,Ramaswamy,Male,Maharashtra,Pune,2024-04-02,Operations,Inventory Specialist,Bachelor,62199,Satisfactory,No,1982-12-20,
00-84615922,Nishith,Konda,Male,West Bengal,Durgapur,2023-08-07,Operations,Operations Analyst,Master,57493,Needs Improvement,No,1980-05-28,
00-46923094,Anaya,Walia,Female,West Bengal,Durgapur,2020-01-08,Sales,Sales Specialist,Master,85113,Excellent,No,1993-07-19,
00-26439804,Saksham,Kumer,Female,Delhi,Delhi,2024-12-08,Sales,Sales Specialist,PhD,76739,Good,Yes,1975-03-01,
00-36368322,Divit,Handa,Male,West Bengal,Kolkata,2020-10-18,Customer Service,Support Specialist,High School,57725,Satisfactory,No,1977-11-18,
00-69327130,Hunar,Ratta,Male,West Bengal,Howrah,2019-05-05,Sales,Sales Representative,Bachelor,72086,Good,No,1982-12-29,
00-47308656,Dhanush,Lalla,Male,Rajasthan,Jodhpur,2023-07-10,IT,Software Developer,Bachelor,91122,Good,Yes,1976-08-14,
00-94937629,Anahi,Ramachandran,Female,Madhya Pradesh,Indore,2017-12-16,Customer Service,Customer Service Representative,High School,64007,Satisfactory,No,1991-08-31,
00-56234339,Samiha,Deol,Male,West Bengal,Durgapur,2022-01-26,Sales,Sales Representative,Bachelor,78213,Satisfactory,No,1990-08-05,
00-35669800,Alisha,Hayer,Male,West Bengal,Howrah,2020-10-28,Sales,Sales Consultant,Master,64853,Good,Yes,1996-06-29,
00-88528019,Kartik,Sule,Female,Uttar Pradesh,Prayagraj,2023-10-27,Customer Service,Customer Service Representative,Bachelor,61865,Satisfactory,No,1962-04-28,
00-50342521,Raghav,Sawhney,Male,Tamil Nadu,Vellore,2015-02-25,IT,IT Support Specialist,High School,60180,Good,Yes,1989-05-05,
00-86860780,Tejas,Vala,Male,West Bengal,Kolkata,2017-10-30,Operations,Logistics Coordinator,Bachelor,66012,Good,No,1972-09-26,
00-99626514,Biju,Khalsa,Female,West Bengal,Howrah,2016-04-05,Sales,Sales Consultant,Master,83361,Needs Improvement,No,1985-10-20,
00-61441320,Mamooty,Ravel,Male,West Bengal,Durgapur,2022-01-02,HR,Recruiter,Bachelor,63838,Satisfactory,No,1989-05-23,
00-21869032,Shaan,Gokhale,Male,West Bengal,Howrah,2021-11-17,Operations,Operations Analyst,Master,73669,Good,No,1987-06-13,
00-13432593,Miraya,Khurana,Female,West Bengal,Kolkata,2019-08-07,IT,Software Developer,Bachelor,81904,Satisfactory,Yes,1999-03-22,
00-39319972,Hunar,Srinivasan,Male,West Bengal,Durgapur,2018-04-16,Finance,Accountant,Bachelor,71664,Excellent,No,1977-04-16,
00-14410593,Samar,Kibe,Female,Uttar Pradesh,Noida,2016-05-02,Operations,Inventory Specialist,Bachelor,56098,Satisfactory,Yes,1975-10-06,
00-32791279,Lavanya,Wagle,Female,Karnataka,Mangalore,2018-07-28,Operations,Inventory Specialist,High School,60673,Good,Yes,1996-04-03,
00-25245600,Krish,Tata,Male,West Bengal,Howrah,2019-11-11,Sales,Sales Representative,Bachelor,66762,Good,Yes,1996-11-25,
00-86193589,Neelofar,Chandra,Female,West Bengal,Howrah,2021-12-25,Operations,Logistics Coordinator,Bachelor,57143,Satisfactory,No,1978-04-23,
00-14548283,Kimaya,Ramakrishnan,Male,West Bengal,Howrah,2022-02-16,IT,System Administrator,Bachelor,106001,Satisfactory,Yes,1964-08-02,
00-40389767,Ritvik,Sha,Female,Delhi,Delhi,2017-01-24,Operations,Logistics Coordinator,Bachelor,53842,Satisfactory,No,1990-12-29,
00-73919587,Sara,Wali,Female,West Bengal,Durgapur,2024-03-16,Operations,Inventory Specialist,Bachelor,60213,Satisfactory,Yes,1982-08-02,
00-74697129,Eshani,Sura,Male,West Bengal,Howrah,2022-07-15,Customer Service,Help Desk Technician,High School,79585,Satisfactory,No,1985-01-27,
00-46726260,Raunak,Dash,Male,West Bengal,Howrah,2020-11-03,Sales,Sales Representative,Bachelor,80754,Satisfactory,No,1980-08-23,
00-16119049,Uthkarsh,Kakar,Male,West Bengal,Kolkata,2023-09-30,Operations,Logistics Coordinator,Bachelor,71668,Good,No,1975-01-18,
00-45608258,Aayush,Dixit,Male,West Bengal,Howrah,2016-04-11,IT,Software Developer,Master,83661,Needs Improvement,No,2001-04-29,
00-68272017,Lagan,Bora,Female,Madhya Pradesh,Bhopal,2020-04-24,Sales,Sales Specialist,PhD,91918,Good,No,1987-07-16,
00-19920492,Anay,Atwal,Female,West Bengal,Durgapur,2024-09-10,Operations,Operations Analyst,Bachelor,63921,Satisfactory,No,1992-12-21,
00-23922336,Nayantara,Singh,Male,Uttar Pradesh,Prayagraj,2019-06-13,Operations,Inventory Specialist,High School,64609,Good,No,1978-05-09,
00-97839168,Dhanush,Gour,Male,Karnataka,Bengaluru,2022-06-30,Operations,Inventory Specialist,Bachelor,63276,Satisfactory,No,1987-06-22,
00-21145168,Urvi,Borah,Male,West Bengal,Kolkata,2023-06-23,Sales,Sales Representative,Bachelor,71252,Satisfactory,No,1990-12-13,
00-51815603,Mishti,Halder,Female,West Bengal,Durgapur,2022-08-04,Sales,Sales Specialist,Bachelor,51752,Satisfactory,No,2003-09-27,
00-30202738,Indranil,Rajan,Female,Delhi,Delhi,2020-06-21,Customer Service,Customer Service Representative,High School,52790,Good,No,1994-10-16,
00-65967954,Tara,Dugar,Female,West Bengal,Kolkata,2024-02-11,Customer Service,Customer Service Representative,Bachelor,66581,Satisfactory,No,1971-09-23,
00-14426551,Raghav,Kari,Female,West Bengal,Durgapur,2022-04-18,Sales,Sales Representative,Bachelor,73838,Good,No,1983-11-25,
00-90828833,Kiaan,Sastry,Female,Delhi,New Delhi,2015-08-24,HR,HR Assistant,High School,65944,Needs Improvement,No,1976-07-10,
00-26373743,Amani,Dhar,Male,West Bengal,Howrah,2024-03-04,Sales,Sales Specialist,PhD,87349,Excellent,No,1977-08-15,
00-77369800,Khushi,Bhatt,Female,West Bengal,Durgapur,2023-05-06,Sales,Sales Consultant,Bachelor,82632,Satisfactory,No,1982-05-06,
00-84291824,Advik,Bhatia,Female,West Bengal,Kolkata,2017-01-21,Finance,Accounts Payable Specialist,Bachelor,60286,Good,No,1993-09-15,
00-38122623,Shaan,Majumdar,Male,West Bengal,Kolkata,2018-07-05,IT,System Administrator,Master,71387,Good,No,1984-04-09,
00-18238741,Tushar,Bobal,Female,Uttar Pradesh,Noida,2022-05-03,Sales,Sales Consultant,PhD,111425,Good,Yes,1964-10-15,
00-22907499,Saira,Guha,Male,West Bengal,Howrah,2019-08-02,Finance,Financial Analyst,Bachelor,97942,Satisfactory,No,1997-10-11,
00-37569515,Anay,Ratti,Female,West Bengal,Kolkata,2024-06-17,IT,IT Support Specialist,Bachelor,62127,Good,No,1965-05-18,
00-20715605,Neelofar,Edwin,Male,West Bengal,Kolkata,2018-06-03,IT,Software Developer,Master,96590,Needs Improvement,No,1983-04-21,
00-21597807,Jayesh,Gade,Female,West Bengal,Durgapur,2023-08-27,Customer Service,Help Desk Technician,High School,62740,Good,No,1990-06-16,
00-28150476,Tara,Badal,Male,West Bengal,Durgapur,2023-09-07,Marketing,Marketing Coordinator,Bachelor,64556,Satisfactory,Yes,1978-06-05,
00-51531940,Raunak,Edwin,Male,West Bengal,Kolkata,2024-08-07,HR,HR Coordinator,Bachelor,66182,Good,No,1997-08-10,
00-50729055,Tanya,Mane,Male,Rajasthan,Jaipur,2023-01-16,Operations,Operations Analyst,Master,55990,Excellent,No,1999-08-30,
00-10578224,Diya,Bala,Male,Rajasthan,Jaipur,2017-10-08,IT,IT Support Specialist,Bachelor,64587,Good,Yes,1987-11-07,
00-97940069,Saanvi,Saxena,Male,West Bengal,Howrah,2016-02-21,Operations,Logistics Coordinator,Bachelor,67573,Excellent,No,1984-08-15,
00-27786534,Charvi,Balay,Male,West Bengal,Durgapur,2023-12-26,Operations,Inventory Specialist,Bachelor,66232,Satisfactory,No,2002-07-26,
00-94825727,Darshit,Boase,Male,West Bengal,Kolkata,2017-02-28,Marketing,Marketing Coordinator,Bachelor,80905,Excellent,Yes,1979-02-26,
00-20077458,Ehsaan,Lal,Male,West Bengal,Kolkata,2023-03-05,Finance,Accounts Payable Specialist,Bachelor,61420,Excellent,Yes,1989-11-21,
00-68537694,Riya,Dalal,Male,Uttar Pradesh,Prayagraj,2019-02-05,Operations,Logistics Coordinator,Bachelor,70236,Good,No,1972-06-25,
00-75882046,Tanya,Gole,Female,West Bengal,Kolkata,2018-05-19,Customer Service,Help Desk Technician,High School,73415,Good,Yes,1991-08-14,
00-91228073,Shayak,Baria,Male,Rajasthan,Jaipur,2016-06-09,Marketing,Content Creator,High School,64878,Satisfactory,Yes,1991-10-30,
00-20695957,Shlok,Sheth,Male,West Bengal,Kolkata,2015-01-28,Operations,Logistics Coordinator,Bachelor,62081,Satisfactory,No,1984-08-29,
00-50488852,Bhamini,Iyer,Female,West Bengal,Kolkata,2021-07-31,IT,Software Developer,Master,95598,Good,No,1981-09-11,
00-60861919,Biju,Lala,Male,West Bengal,Kolkata,2016-06-10,Operations,Operations Analyst,Bachelor,93706,Good,No,1971-06-08,
00-32725647,Nayantara,Subramanian,Male,West Bengal,Durgapur,2017-06-03,Customer Service,Help Desk Technician,High School,57551,Needs Improvement,No,1993-02-03,
00-56754892,Rania,Brahmbhatt,Male,West Bengal,Howrah,2017-08-01,Operations,Logistics Coordinator,Bachelor,61470,Good,No,1986-10-02,
00-41872495,Dhruv,Talwar,Male,West Bengal,Durgapur,2016-03-21,Sales,Sales Manager,Master,111069,Needs Improvement,No,1991-04-09,
00-54492673,Alia,Buch,Male,West Bengal,Durgapur,2016-02-14,HR,HR Coordinator,Bachelor,66821,Good,Yes,2002-07-21,
00-68162241,Tarini,Vig,Female,West Bengal,Kolkata,2024-04-11,Marketing,Content Creator,Bachelor,61967,Satisfactory,No,2000-08-14,
00-18915990,Manikya,Dar,Female,West Bengal,Durgapur,2019-01-22,Sales,Sales Specialist,Master,81776,Good,No,1979-03-31,
00-56223778,Neelofar,Sanghvi,Male,West Bengal,Kolkata,2018-08-05,Customer Service,Customer Service Representative,Bachelor,63015,Excellent,No,1986-06-09,
00-98045225,Anay,Bal,Female,West Bengal,Kolkata,2020-09-06,Operations,Logistics Coordinator,Bachelor,56931,Good,No,2000-06-17,
00-10270663,Rasha,Chowdhury,Male,West Bengal,Howrah,2017-07-05,IT,IT Support Specialist,Bachelor,64226,Good,No,1986-03-04,
00-75304816,Arnav,Bail,Female,West Bengal,Howrah,2022-03-27,Operations,Logistics Coordinator,Bachelor,65173,Good,No,1980-03-29,
00-72618567,Tara,Dada,Female,West Bengal,Kolkata,2020-02-29,Sales,Sales Representative,Bachelor,54375,Excellent,No,1997-06-26,
00-92353546,Hiran,Krishna,Female,Madhya Pradesh,Indore,2017-05-05,IT,System Administrator,Bachelor,94277,Good,Yes,1991-02-01,
00-67165857,Samarth,Hari,Female,West Bengal,Kolkata,2019-10-21,Customer Service,Customer Service Representative,High School,62362,Good,No,1969-10-03,
00-86532704,Myra,Sampath,Male,West Bengal,Kolkata,2024-06-02,Sales,Sales Representative,Bachelor,79897,Needs Improvement,Yes,1987-10-16,
00-17832182,Advik,Kumer,Female,West Bengal,Durgapur,2015-10-25,Marketing,Content Creator,High School,55679,Satisfactory,No,1996-04-03,
00-94378401,Riaan,Koshy,Female,West Bengal,Howrah,2022-01-10,Sales,Sales Representative,Bachelor,59095,Satisfactory,No,1964-05-04,
00-70588258,Oorja,Saxena,Male,West Bengal,Kolkata,2018-09-28,Customer Service,Support Specialist,Bachelor,61979,Good,No,1969-12-10,
00-37945099,Zeeshan,Maharaj,Male,West Bengal,Durgapur,2018-01-27,Operations,Logistics Coordinator,Bachelor,60578,Good,No,1989-04-25,
00-29548080,Arnav,Chaudhry,Male,West Bengal,Kolkata,2023-08-18,Sales,Sales Representative,Bachelor,75899,Excellent,Yes,1968-05-12,
00-95651248,Armaan,Chawla,Female,West Bengal,Howrah,2022-03-31,Operations,Operations Analyst,Bachelor,85302,Needs Improvement,No,1962-12-21,
00-62306833,Keya,Korpal,Female,Uttar Pradesh,Prayagraj,2019-01-03,IT,Software Developer,Master,98651,Excellent,No,1994-05-29,
00-64370744,Stuvan,Sarna,Male,West Bengal,Kolkata,2018-02-01,Customer Service,Customer Service Manager,PhD,76250,Excellent,No,1976-08-29,
00-11073065,Kavya,Wadhwa,Female,West Bengal,Howrah,2019-05-23,Operations,Inventory Specialist,High School,57677,Satisfactory,Yes,1994-11-12,
00-21140488,Diya,Yogi,Male,West Bengal,Kolkata,2017-11-18,Operations,Logistics Coordinator,Bachelor,65558,Good,No,1968-02-14,
00-24929252,Ivan,Issac,Male,Madhya Pradesh,Gwalior,2023-03-24,Customer Service,Customer Service Representative,High School,55489,Good,No,1962-06-28,
00-60744107,Indrajit,Loyal,Female,West Bengal,Durgapur,2020-01-03,Operations,Operations Analyst,Master,61945,Satisfactory,Yes,1987-09-08,
00-34163569,Mishti,Sharma,Male,West Bengal,Howrah,2017-08-30,IT,IT Support Specialist,Bachelor,65261,Needs Improvement,No,1979-03-08,
00-69737587,Raunak,Deol,Male,West Bengal,Kolkata,2023-08-05,Sales,Sales Manager,PhD,89630,Satisfactory,No,1989-08-29,
00-10460418,Umang,Kumer,Female,West Bengal,Kolkata,2024-05-30,Operations,Operations Analyst,Bachelor,70079,Good,No,1997-11-30,
00-82678279,Indranil,Tiwari,Female,West Bengal,Howrah,2020-03-19,Operations,Operations Analyst,Master,84887,Good,No,2000-02-24,
00-23460777,Tanya,Ramanathan,Female,Madhya Pradesh,Indore,2019-04-10,Marketing,Marketing Coordinator,Bachelor,64956,Needs Improvement,No,1992-02-17,
00-11034506,Shamik,Chaudhari,Female,Madhya Pradesh,Bhopal,2019-05-08,Operations,Inventory Specialist,Bachelor,53759,Excellent,Yes,1978-11-04,
00-77310485,Pranay,Hegde,Female,West Bengal,Kolkata,2022-02-16,Sales,Sales Consultant,Bachelor,85010,Good,No,1970-10-20,
00-98530136,Nehmat,Dhar,Female,West Bengal,Howrah,2017-06-25,Sales,Sales Consultant,Bachelor,92440,Satisfactory,No,1979-07-26,
00-84116934,Aniruddh,Kapoor,Female,Madhya Pradesh,Indore,2017-08-23,Marketing,SEO Specialist,Bachelor,66886,Needs Improvement,Yes,1982-09-15,
00-30806860,Nehmat,Sampath,Male,West Bengal,Durgapur,2017-07-18,Operations,Inventory Specialist,Bachelor,66927,Needs Improvement,No,1989-06-13,
00-73222248,Trisha,Jain,Female,Rajasthan,Jaipur,2018-03-21,Marketing,Marketing Coordinator,Bachelor,70693,Good,No,1971-08-09,
00-35850974,Kabir,Bhalla,Female,West Bengal,Howrah,2018-01-17,Customer Service,Customer Service Representative,Bachelor,67792,Good,Yes,1966-12-19,
00-89926049,Vidur,Suri,Male,Uttar Pradesh,Prayagraj,2017-02-11,Operations,Inventory Specialist,High School,64220,Satisfactory,No,1970-11-25,
00-22384194,Shanaya,Vohra,Female,West Bengal,Howrah,2015-03-21,Customer Service,Customer Service Representative,Bachelor,60653,Satisfactory,No,2003-07-20,
00-70716224,Krish,Sibal,Male,West Bengal,Durgapur,2021-08-10,HR,HR Assistant,High School,57865,Good,No,1991-02-28,
00-60066663,Sara,Shenoy,Female,Madhya Pradesh,Bhopal,2023-04-26,Sales,Sales Representative,Bachelor,76247,Good,No,1986-12-17,
00-25496941,Prisha,Sandal,Male,West Bengal,Kolkata,2024-03-24,Operations,Inventory Specialist,Bachelor,58315,Needs Improvement,No,2000-02-09,
00-13986434,Kiara,Taneja,Male,West Bengal,Howrah,2023-04-28,Operations,Logistics Coordinator,Bachelor,60489,Excellent,Yes,2003-05-03,
00-52773098,Taran,Kata,Male,West Bengal,Howrah,2024-01-22,Finance,Accountant,Bachelor,64906,Good,No,1987-10-14,
00-32109952,Neelofar,Rattan,Female,West Bengal,Howrah,2022-03-31,IT,System Administrator,Master,86021,Satisfactory,No,1992-03-25,
00-27616344,Jiya,Walia,Male,Rajasthan,Udaipur,2024-12-09,Customer Service,Help Desk Technician,High School,65134,Needs Improvement,No,1998-01-22,
00-68610285,Ojas,Chopra,Female,West Bengal,Kolkata,2017-07-18,Sales,Sales Representative,Bachelor,56477,Good,Yes,2001-06-29,
00-99242012,Anay,Dubey,Male,West Bengal,Howrah,2018-01-05,IT,Software Developer,Master,100136,Satisfactory,Yes,1989-03-09,
00-15494184,Madhav,Thakkar,Female,Rajasthan,Jaipur,2020-03-11,Operations,Inventory Specialist,Bachelor,64643,Good,No,1978-08-11,
00-42247700,Shamik,Chauhan,Female,West Bengal,Howrah,2015-07-14,IT,Software Developer,Master,89409,Excellent,Yes,2002-10-02,
00-19769429,Saira,Hari,Female,West Bengal,Kolkata,2015-10-07,Operations,Inventory Specialist,Bachelor,57322,Needs Improvement,Yes,1980-10-31,
